,Unnamed: 0,ga:date,ga:deviceCategory,ga:dimension13,ga:pageviews,ga:sessions,ga:transactionRevenue,ga:transactions,ga:uniquePageviews
20,20,20190107,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",11367.0,2294.0,4674.272921954874,8.0,8342
21,21,20190108,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",27271.0,4519.0,7824.523915418791,39.0,19888
22,22,20190108,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",40763.0,8787.0,9303.382521687807,39.0,27823
23,23,20190108,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",10962.0,1967.0,200.046441712936,8.0,7759
24,24,20190109,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",25310.0,4740.0,26602.333032049017,63.0,18738
25,25,20190109,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",38693.0,8924.0,3558.2059633023123,31.0,26776
26,26,20190109,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",11383.0,2034.0,8194.216727884454,39.0,8030
27,27,20190110,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",24564.0,4367.0,31140.59184562006,87.0,18154
28,28,20190110,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",38568.0,8520.0,12562.217673671657,55.0,26360
29,29,20190110,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",13157.0,2118.0,0.0,0.0,9309
30,30,20190111,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",26120.0,4557.0,21756.142469496048,55.0,19201
31,31,20190111,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",40926.0,9549.0,10110.644166201495,47.0,28734
32,32,20190111,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",11617.0,1982.0,1022.071338581622,16.0,8246
33,33,20190112,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",33767.0,4717.0,61442.99783732802,87.0,23636
34,34,20190112,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",54962.0,12262.0,17166.430663698437,55.0,37907
35,35,20190112,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",21723.0,3254.0,25414.459010061197,47.0,14854
36,36,20190113,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",31932.0,5433.0,30151.279204250386,94.0,23188
37,37,20190113,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",63769.0,13290.0,9987.209396733659,47.0,42909
38,38,20190113,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",21739.0,3680.0,24010.90172775523,39.0,15030
39,39,20190114,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",26812.0,5160.0,9564.229104227894,24.0,20304
40,40,20190114,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",43253.0,9724.0,17173.244472141276,79.0,30340
41,41,20190114,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",11165.0,2088.0,2977.023004583768,16.0,7655
42,42,20190115,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",26089.0,4855.0,63365.01609330548,79.0,19481
43,43,20190115,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",39891.0,9100.0,19771.05280284606,63.0,27335
44,44,20190115,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",11795.0,2195.0,12120.281015838898,24.0,8286
45,45,20190116,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",19008.0,3795.0,5136.563650896322,8.0,14694
46,46,20190116,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",28687.0,6485.0,2437.247038240273,8.0,19848
47,47,20190116,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",10737.0,1944.0,0.0,0.0,7375
48,48,20190117,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",19001.0,3384.0,9122.99129764608,39.0,13696
49,49,20190117,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",29434.0,6318.0,845.174376260949,8.0,20000
50,50,20190117,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",8287.0,1646.0,0.0,0.0,5593
51,51,20190118,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",17312.0,3292.0,1202.4625626233499,8.0,12936
52,52,20190118,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",26182.0,6134.0,856.0939412694199,8.0,18618
53,53,20190118,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",9897.0,1608.0,566.507062769914,8.0,6792
54,54,20190119,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",20346.0,3140.0,8429.904630406014,16.0,14622
55,55,20190119,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",39658.0,7811.0,1071.864557993936,31.0,26488
56,56,20190119,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",15841.0,2340.0,9791.44342439909,16.0,10667
57,57,20190120,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",21591.0,3764.0,29705.58621547747,71.0,16468
58,58,20190120,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",37721.0,8193.0,20808.32417690779,24.0,26472
59,59,20190120,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",15483.0,2454.0,479.15053832907796,8.0,10483
60,60,20190121,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",16511.0,3619.0,392.05608310734596,8.0,12665
61,61,20190121,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",28796.0,5952.0,8097.949836874877,24.0,19888
62,62,20190121,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",8659.0,1585.0,0.0,0.0,6145
63,63,20190122,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",16628.0,3231.0,0.0,0.0,12753
64,64,20190122,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",24478.0,5792.0,1223.253414670609,16.0,17299
65,65,20190122,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",8341.0,1349.0,0.0,0.0,5905
66,66,20190123,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",16441.0,3491.0,7748.523738018267,24.0,12913
67,67,20190123,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",34095.0,6455.0,12448.304765617138,24.0,22909
68,68,20190123,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",11290.0,1806.0,1458.8539618790692,8.0,7871
69,69,20190124,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",18416.0,3292.0,1511.2678767622242,16.0,13935
70,70,20190124,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",30858.0,5891.0,24893.988835763437,31.0,20591
71,71,20190124,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",8940.0,1730.0,0.0,0.0,6432
72,72,20190125,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",16759.0,3445.0,6699.371877384753,16.0,12665
73,73,20190125,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",29877.0,6180.0,304.87427147924603,8.0,19856
74,74,20190125,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",7757.0,1783.0,296.138618816509,8.0,5865
75,75,20190126,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",21194.0,3589.0,2253.7983366958642,8.0,15278
76,76,20190126,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",46513.0,9213.0,34834.724560899835,87.0,31666
77,77,20190126,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",15989.0,2752.0,2724.650004394045,16.0,11059
78,78,20190127,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",19490.0,3780.0,7965.167919899729,31.0,14295
79,79,20190127,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",55787.0,10920.0,7324.495167542819,39.0,38554
80,80,20190127,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",16634.0,3018.0,2839.087051980039,8.0,11970
81,81,20190128,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",23443.0,4192.0,17599.28224324299,47.0,17651
82,82,20190128,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",32320.0,7064.0,13180.352442574149,31.0,21686
83,83,20190128,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",7819.0,1654.0,0.0,0.0,5737
84,84,20190129,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",23895.0,3803.0,8916.480473115775,31.0,18682
85,85,20190129,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",28850.0,6623.0,218.391312195357,8.0,19976
86,86,20190129,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",8209.0,1684.0,820.277766554792,8.0,5609
87,87,20190130,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",23622.0,4215.0,19639.231807434233,47.0,17475
88,88,20190130,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",29528.0,6524.0,5737.576540098809,31.0,20200
89,89,20190130,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",8527.0,1845.0,1001.979337785307,24.0,6153
90,90,20190131,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",16.0,15.0,0.0,0.0,16
91,91,20190131,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",343.0,290.0,0.0,0.0,312
92,92,20190131,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:0",70.0,61.0,0.0,0.0,64
93,93,20190101,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",19709.0,3711.0,287.0535405283,8.0,14423
94,94,20190101,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",51616.0,10326.0,15234.27905036981,63.0,35310
95,95,20190101,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",15250.0,2721.0,9445.4242297639,24.0,11354
96,96,20190102,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",40903.0,5792.0,8118.740690015403,47.0,29141
97,97,20190102,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",63902.0,12087.0,7420.325275427288,31.0,43604
98,98,20190102,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",21684.0,3292.0,3691.1625930901964,16.0,15214
99,99,20190103,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",37277.0,6005.0,10548.737136687729,71.0,26960
100,100,20190103,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",64377.0,11888.0,22125.311143523504,39.0,43452
101,101,20190103,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",20307.0,3041.0,21391.603692658966,24.0,14079
102,102,20190104,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",39316.0,5769.0,10368.69533936474,31.0,28614
103,103,20190104,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",59973.0,11682.0,8805.712400063572,16.0,40847
104,104,20190104,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",22269.0,3247.0,5320.01235244073,8.0,15382
105,105,20190105,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",32796.0,5061.0,23041.943156400972,79.0,24011
106,106,20190105,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",70601.0,12834.0,18895.303642812167,63.0,47391
107,107,20190105,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",27824.0,3803.0,1142.6233422662451,16.0,18466
108,108,20190106,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",36514.0,5266.0,61302.965328784914,71.0,26129
109,109,20190106,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",67178.0,12209.0,28722.03910348768,79.0,44762
110,110,20190106,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",21342.0,3575.0,17301.13442489348,39.0,14575
111,111,20190107,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",25964.0,5166.0,5398.807938124833,47.0,19537
112,112,20190107,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",45766.0,9404.0,24979.510873484014,71.0,30947
113,113,20190107,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",14581.0,2416.0,13031.496924961948,31.0,9612
114,114,20190108,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",24135.0,4352.0,17197.529585909586,31.0,18522
115,115,20190108,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",39043.0,8443.0,13254.25606294204,55.0,26824
116,116,20190108,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",10660.0,1867.0,1554.946138982642,8.0,7447
117,117,20190109,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",25574.0,4870.0,16377.339175761164,47.0,19257
118,118,20190109,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",37969.0,8741.0,1169.529152598667,31.0,25769
119,119,20190109,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",15811.0,2172.0,16042.851043165556,16.0,10276
120,120,20190110,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",21692.0,4093.0,4924.7240779247,39.0,16492
121,121,20190110,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",39868.0,7956.0,65209.811181100005,55.0,26592
122,122,20190110,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",10348.0,1982.0,7510.040426119861,16.0,7175
123,123,20190111,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",29084.0,4633.0,1814.4823743339439,8.0,20671
124,124,20190111,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",39580.0,10082.0,12057.47167438548,47.0,27575
125,125,20190111,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",11617.0,1936.0,14255.711261195873,16.0,7831
126,126,20190112,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",27124.0,4740.0,10354.80565216669,39.0,20040
127,127,20190112,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",55375.0,12018.0,15282.150426655497,87.0,37914
128,128,20190112,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",17359.0,3208.0,18452.143993103724,31.0,12193
129,129,20190113,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",35286.0,5540.0,48981.93901888887,142.0,25449
130,130,20190113,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",59942.0,12308.0,16041.977478008608,110.0,40551
131,131,20190113,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",18962.0,3422.0,18679.882453899663,31.0,13504
132,132,20190114,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",23809.0,4710.0,14873.234534160518,39.0,17419
133,133,20190114,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",40965.0,9518.0,16171.789273887442,31.0,28422
134,134,20190114,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",9554.0,1989.0,907.6342909956279,8.0,6744
135,135,20190115,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",23809.0,4427.0,20978.66940000473,79.0,18002
136,136,20190115,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",45112.0,9335.0,35976.12491238366,94.0,30380
137,137,20190115,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",10053.0,2118.0,21577.93515998659,31.0,7199
138,138,20190116,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",21202.0,3772.0,9494.780667144374,31.0,16141
139,139,20190116,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",33869.0,7796.0,3563.272641431258,8.0,23404
140,140,20190116,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",9586.0,1890.0,0.0,0.0,6784
141,141,20190117,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",19662.0,3970.0,1991.728762280089,8.0,15014
142,142,20190117,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",31862.0,6310.0,0.0,0.0,21302
143,143,20190117,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",9127.0,1494.0,0.0,0.0,6472
144,144,20190118,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",22198.0,3658.0,14336.95282953808,39.0,16444
145,145,20190118,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",29986.0,6447.0,14122.49256109562,24.0,20360
146,146,20190118,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",8068.0,1928.0,645.56471767312,8.0,5977
147,147,20190119,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",18090.0,3247.0,856.0939412694199,8.0,13783
148,148,20190119,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",37774.0,8124.0,12246.51119359031,31.0,26376
149,149,20190119,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",10948.0,2042.0,0.0,0.0,7695
150,150,20190120,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",20479.0,3468.0,33612.16999857344,31.0,14598
151,151,20190120,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",41720.0,8459.0,3683.3878630840404,24.0,27966
152,152,20190120,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",13056.0,2484.0,1019.0138599856741,8.0,9373
153,153,20190121,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",19070.0,3581.0,4939.924113404804,16.0,14063
154,154,20190121,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",36709.0,6752.0,13432.4633724515,55.0,24307
155,155,20190121,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",7111.0,1455.0,0.0,0.0,5154
156,156,20190122,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",16300.0,3163.0,19707.63196654807,16.0,12010
157,157,20190122,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",27489.0,5853.0,15610.610959558844,47.0,18682
158,158,20190122,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",7547.0,1394.0,0.0,0.0,5330
159,159,20190123,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",18954.0,3719.0,768.737416828584,8.0,14327
160,160,20190123,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",28345.0,5723.0,19960.092322050896,39.0,18434
161,161,20190123,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",9889.0,1677.0,4883.229729143283,8.0,6816
162,162,20190124,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",21179.0,3665.0,4726.8615496507655,39.0,15725
163,163,20190124,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",32126.0,5891.0,6828.834246544849,24.0,21087
164,164,20190124,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",7672.0,1326.0,0.0,0.0,5242
165,165,20190125,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",23170.0,4115.0,8471.486336687067,39.0,17491
166,166,20190125,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",28197.0,6539.0,9596.11423518963,16.0,19728
167,167,20190125,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",7672.0,1623.0,1169.703865411403,8.0,5681
168,168,20190126,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",24812.0,4100.0,0.0,0.0,18154
169,169,20190126,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",41463.0,9023.0,5614.403840943345,31.0,28430
170,170,20190126,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",11056.0,2370.0,262.069574415775,8.0,8150
171,171,20190127,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",22751.0,4009.0,12254.810064221207,16.0,16508
172,172,20190127,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",47796.0,9885.0,6951.832233980844,47.0,32905
173,173,20190127,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",15343.0,2972.0,0.0,0.0,11075
174,174,20190128,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",19490.0,4268.0,24870.40257433934,24.0,14734
175,175,20190128,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",31216.0,7103.0,21592.78576874796,55.0,21534
176,176,20190128,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",8621.0,1585.0,100.460002888308,8.0,6097
177,177,20190129,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",19420.0,3719.0,7591.281994462069,8.0,14551
178,178,20190129,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",30663.0,6371.0,829.013419217529,16.0,20408
179,179,20190129,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",10978.0,1707.0,985.381598710047,16.0,7279
180,180,20190130,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",21552.0,4138.0,2287.8673810965984,16.0,16021
181,181,20190130,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",33153.0,6980.0,3466.306899170738,16.0,22637
182,182,20190130,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",8917.0,1837.0,6018.864550153952,8.0,6129
183,183,20190131,desktop,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",47.0,31.0,0.0,0.0,32
184,184,20190131,mobile,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",358.0,275.0,0.0,0.0,336
185,185,20190131,tablet,"Technical 50-50 AA-T:0,Recommendation Slide:0,Second Technical 50-:1",31.0,31.0,0.0,0.0,32
